sequence36.59519999999684,OX395139.1,100.000,136,0,0,16,151,9577733,9577598,1.99e-62,252
sequence36.59519999999684,OX395139.1,93.382,136,9,0,16,151,42458937,42458802,2.03e-47,202
sequence36.59519999999684,OX395139.1,92.647,136,10,0,16,151,9785706,9785841,9.44e-46,196
sequence36.59519999999684,OX395139.1,92.647,136,10,0,16,151,35135402,35135267,9.44e-46,196
sequence36.59519999999684,OX395139.1,92.647,136,10,0,16,151,35781803,35781668,9.44e-46,196
sequence36.59519999999684,OX395139.1,92.593,135,9,1,18,151,42410291,42410157,1.22e-44,193
sequence36.59519999999684,OX395139.1,91.912,136,11,0,16,151,1080616,1080751,4.39e-44,191
sequence36.59519999999684,OX395139.1,91.912,136,11,0,16,151,42498825,42498690,4.39e-44,191
sequence36.59519999999684,OX395139.1,92.481,133,10,0,19,151,45928955,45928823,4.39e-44,191
sequence36.59519999999684,OX395139.1,91.852,135,9,2,19,151,40616437,40616571,5.68e-43,187
sequence36.59519999999684,OX395139.1,92.308,130,10,0,22,151,10132408,10132279,2.04e-42,185
sequence36.59519999999684,OX395139.1,90.647,139,13,0,13,151,21728070,21728208,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.729,133,11,0,19,151,32993905,32994037,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.729,133,11,0,19,151,35191161,35191029,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.176,136,12,0,16,151,38756744,38756879,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.176,136,12,0,16,151,41742170,41742035,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.176,136,12,0,16,151,42947775,42947640,2.04e-42,185
sequence36.59519999999684,OX395139.1,91.176,136,11,1,16,151,1922884,1923018,7.35e-42,183
sequence36.59519999999684,OX395139.1,90.441,136,13,0,16,151,6462352,6462487,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.441,136,13,0,16,151,15043523,15043658,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.441,136,13,0,16,151,34058554,34058689,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.441,136,13,0,16,151,35689395,35689530,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.977,133,12,0,19,151,38097030,38096898,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.977,133,12,0,19,151,45947507,45947639,9.51e-41,180
sequence36.59519999999684,OX395139.1,90.977,133,12,0,19,151,46221917,46221785,9.51e-41,180
sequence36.59519999999684,OX395139.1,89.855,138,12,1,16,151,17387655,17387518,1.23e-39,176
sequence36.59519999999684,OX395139.1,90.299,134,13,0,16,149,44931405,44931538,1.23e-39,176
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,2485947,2486082,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,5482021,5481886,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,15836568,15836703,4.42e-39,174
sequence36.59519999999684,OX395139.1,90.226,133,13,0,19,151,29878499,29878367,4.42e-39,174
sequence36.59519999999684,OX395139.1,90.226,133,13,0,19,151,31310477,31310345,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,34407381,34407516,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,34891702,34891567,4.42e-39,174
sequence36.59519999999684,OX395139.1,90.299,134,12,1,19,151,47186810,47186943,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.706,136,14,0,16,151,47191386,47191251,4.42e-39,174
sequence36.59519999999684,OX395139.1,89.630,135,14,0,17,151,38457636,38457770,1.59e-38,172
sequence36.59519999999684,OX395139.1,89.130,138,15,0,13,150,40478031,40478168,1.59e-38,172
sequence36.59519999999684,OX395139.1,89.130,138,13,2,16,151,42149724,42149587,5.72e-38,171
sequence36.59519999999684,OX395139.1,88.971,136,15,0,16,151,7424178,7424043,2.06e-37,169
sequence36.59519999999684,OX395139.1,88.489,139,16,0,13,151,12413459,12413597,2.06e-37,169
sequence36.59519999999684,OX395139.1,88.971,136,15,0,16,151,36588639,36588774,2.06e-37,169
sequence36.59519999999684,OX395139.1,88.971,136,15,0,16,151,39839603,39839468,2.06e-37,169
sequence36.59519999999684,OX395139.1,89.474,133,14,0,19,151,43601426,43601558,2.06e-37,169
sequence36.59519999999684,OX395139.1,89.474,133,14,0,19,151,44658494,44658362,2.06e-37,169
sequence36.59519999999684,OX395139.1,88.652,141,13,2,13,151,48654181,48654320,2.06e-37,169
sequence36.59519999999684,OX395139.1,89.474,133,14,0,19,151,52798617,52798485,2.06e-37,169
sequence36.59519999999684,OX395139.1,88.806,134,15,0,18,151,12605250,12605117,2.66e-36,165
sequence36.59519999999684,OX395139.1,88.028,142,14,2,13,151,36828257,36828398,2.66e-36,165
sequence36.59519999999684,OX395139.1,88.235,136,16,0,16,151,14512001,14511866,9.58e-36,163
sequence36.59519999999684,OX395139.1,88.235,136,16,0,16,151,14543519,14543654,9.58e-36,163
sequence36.59519999999684,OX395139.1,88.235,136,16,0,16,151,16881815,16881680,9.58e-36,163
sequence36.59519999999684,OX395139.1,88.722,133,15,0,19,151,37018086,37017954,9.58e-36,163
sequence36.59519999999684,OX395139.1,87.770,139,16,1,13,151,3180536,3180673,3.44e-35,161
sequence36.59519999999684,OX395139.1,88.235,136,15,1,16,151,11408824,11408958,3.44e-35,161
sequence36.59519999999684,OX395139.1,88.235,136,15,1,16,151,37770389,37770523,3.44e-35,161
sequence36.59519999999684,OX395139.1,94.286,105,6,0,47,151,45005937,45006041,3.44e-35,161
sequence36.59519999999684,OX395139.1,91.379,116,10,0,16,131,33151697,33151812,1.24e-34,159
sequence36.59519999999684,OX395139.1,88.148,135,14,2,19,151,33689769,33689635,1.24e-34,159
sequence36.59519999999684,OX395139.1,88.148,135,14,2,19,151,48039180,48039046,1.24e-34,159
sequence36.59519999999684,OX395139.1,87.500,136,17,0,16,151,12586638,12586503,4.46e-34,158
sequence36.59519999999684,OX395139.1,86.620,142,19,0,10,151,40508721,40508862,4.46e-34,158
sequence36.59519999999684,OX395139.1,87.970,133,14,2,19,151,25702434,25702564,1.60e-33,156
sequence36.59519999999684,OX395139.1,90.598,117,11,0,13,129,26371640,26371756,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,26485960,26485856,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,35566198,35566302,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,39500034,39499930,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,40343182,40343286,1.60e-33,156
sequence36.59519999999684,OX395139.1,88.372,129,15,0,23,151,41066655,41066783,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,44805955,44806059,1.60e-33,156
sequence36.59519999999684,OX395139.1,93.333,105,7,0,47,151,50369711,50369607,1.60e-33,156
sequence36.59519999999684,OX395139.1,87.407,135,15,1,19,151,40260141,40260275,5.76e-33,154
sequence36.59519999999684,OX395139.1,86.765,136,18,0,16,151,4153261,4153126,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,8279542,8279650,2.07e-32,152
sequence36.59519999999684,OX395139.1,87.218,133,17,0,19,151,13985197,13985065,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,17427307,17427199,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,25569888,25569996,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,35366835,35366727,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,39816654,39816762,2.07e-32,152
sequence36.59519999999684,OX395139.1,91.743,109,9,0,43,151,40252208,40252100,2.07e-32,152
sequence36.59519999999684,OX395139.1,86.765,136,18,0,16,151,41646530,41646665,2.07e-32,152
sequence36.59519999999684,OX395139.1,93.204,103,7,0,49,151,47539177,47539075,2.07e-32,152
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,2222550,2222446,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,3710001,3709897,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,4580392,4580288,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,5397001,5396897,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,5436764,5436660,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,5788731,5788627,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,5995348,5995244,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,7689552,7689448,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,9571242,9571346,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,9574842,9574738,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,10577711,10577607,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,11032783,11032679,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,13479675,13479779,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,14810788,14810684,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,15568930,15568826,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,15731760,15731656,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,18211363,18211467,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,19543420,19543316,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,20259507,20259403,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,23619343,23619447,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,30335651,30335547,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,31569138,31569242,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,31851040,31850936,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,32759016,32759120,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,33958651,33958547,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,37224020,37224124,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,37538784,37538680,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,39314198,39314094,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,40417678,40417574,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,40841814,40841710,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,41604769,41604665,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,42395169,42395065,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,43273566,43273462,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,44834658,44834762,7.46e-32,150
sequence36.59519999999684,OX395139.1,90.435,115,10,1,16,129,46770965,46771079,7.46e-32,150
sequence36.59519999999684,OX395139.1,92.381,105,8,0,47,151,47438703,47438599,7.46e-32,150
sequence36.59519999999684,OX395139.1,86.667,135,16,1,19,151,26640651,26640785,2.68e-31,148
sequence36.59519999999684,OX395139.1,86.667,135,16,1,19,151,33487904,33487770,2.68e-31,148
sequence36.59519999999684,OX395139.1,92.308,104,8,0,47,150,44519924,44519821,2.68e-31,148
sequence36.59519999999684,OX395139.1,92.233,103,8,0,47,149,8630510,8630612,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,15408302,15408194,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,16895496,16895388,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,16927381,16927489,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,24133563,24133455,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,26981620,26981512,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,31136212,31136104,9.64e-31,147
sequence36.59519999999684,OX395139.1,90.826,109,10,0,43,151,32995987,32996095,9.64e-31,147
sequence36.59519999999684,OX395139.1,86.466,133,18,0,19,151,36443392,36443260,9.64e-31,147
